obs_id,unit_id,unit_name_canonical,unit_as_printed,abbrev_as_printed,source_id,pdf_page,printed_page,locator,vn_id,existing_evidence_ids,record_kind,scope,site_as_printed,spatial_level,observation_type,thickness_as_printed,thickness_min_m,thickness_max_m,thickness_mean_m,numeric_parse,above_as_printed,below_as_printed,lithology_as_printed,status,evidence_type,extraction_method,quote_check,confidence,transferability_to_SKRU1,notes
STO-0494,S_V,Пласт В (слои 1–6; составные варианты Вк/Вс),В,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0290,EV-GEO-0074;EV-GEO-0075,parameter,VKM_REGIONAL,В,seam,MEAN_TABLE,"thickness 5,80 m; KCl 22,48; MgCl2 12,48; NaCl 45,31; CaSO4 1,50; Н.О. 3,29; Br 0,086 (%)",,,5.8,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
STO-0495,S_B,Пласт Б,Б,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0291,EV-GEO-0076;EV-GEO-0077,parameter,VKM_REGIONAL,Б,seam,MEAN_TABLE,"thickness 1,83 m; KCl 31,04; MgCl2 5,97; NaCl 51,28; CaSO4 1,71; Н.О. 2,27; Br 0,072 (%)",,,1.83,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
STO-0496,S_A,Пласт А (полосчатый сильвинит),А,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0292,EV-GEO-0078;EV-GEO-0079,parameter,VKM_REGIONAL,А,seam,MEAN_TABLE,"thickness 1,40 m; KCl 30,05; MgCl2 0,34; NaCl 66,77; CaSO4 2,28; Н.О. 2,53; Br 0,044 (%)",,,1.4,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
STO-0497,S_KR1,Пласт Красный-I,КрI,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0293,EV-GEO-0080;EV-GEO-0081,parameter,VKM_REGIONAL,КрI,seam,MEAN_TABLE,"thickness 0,96 m; KCl 29,95; MgCl2 0,30; NaCl 65,63; CaSO4 1,68; Н.О. 2,89; Br 0,040 (%)",,,0.96,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
STO-0498,S_KR2,Пласт Красный-II (слои 1–7),КрII,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0294,EV-GEO-0082;EV-GEO-0083,parameter,VKM_REGIONAL,КрII,seam,MEAN_TABLE,"thickness 3,97 m; KCl 25,69; MgCl2 0,24; NaCl 68,32; CaSO4 2,68; Н.О. 3,27; Br 0,047 (%)",,,3.97,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
STO-0499,S_KR3A,КрIIIа (верхний слой),КрIIIа,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0295,EV-GEO-0084;EV-GEO-0085,parameter,VKM_REGIONAL,КрIIIа,seam,MEAN_TABLE,"thickness 0,87 m; KCl 23,58; MgCl2 0,23; NaCl 71,62; CaSO4 2,40; Н.О. 2,66; Br 0,034 (%)",,,0.87,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
STO-0500,S_KR3B,КрIIIб,КрIIIб,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0296,EV-GEO-0086;EV-GEO-0087,parameter,VKM_REGIONAL,КрIIIб,seam,MEAN_TABLE,"thickness 1,11 m; KCl 17,81; MgCl2 0,28; NaCl 76,11; CaSO4 1,86; Н.О. 3,66; Br 0,033 (%)",,,1.11,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
STO-0501,S_KR3V,КрIIIв (нижний слой),КрIIIв,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0297,EV-GEO-0088;EV-GEO-0089,parameter,VKM_REGIONAL,КрIIIв,seam,MEAN_TABLE,"thickness 0,67 m; KCl 21,27; MgCl2 0,31; NaCl 73,44; CaSO4 1,58; Н.О. 3,20; Br 0,029 (%)",,,0.67,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
STO-0502,S_B,Пласт Б,Б,"X̄, s",VKM-SRC-011,58,114-115,Табл. 2.10,EV-VN-S011-1094,EV-GEO-0150,parameter,BKPRU2,БКПРУ-2 5-9 западные панели,mine_field,MEAN_TABLE_BY_ZONE,"мощность 1,02/1,06 (s 0,12/0,14); KCl 32,6/33,0 (3,42/2,87); NaCl 55,2/55,2 (2,36/1,68); MgCl2 0,39/0,37 (0,16/0,10); CaSO4 1,62/1,49 (0,37/0,36); Н.О. 9,63/9,83 (2,00/1,96); Br 0,048/0,048 (0,0045/0,0087)",,,,SOURCE_RECORD_FIELDS,,,сильвинит,FACT,MEASURED,OCR_VISUALLY_CONFIRMED,FUZZY_80,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),"БКПРУ-2: два значения — внешняя/внутренняя зона (как напечатано), s — СКО | Thickness values duplicate existing EV; composition statistics are new. Visual check: NaCl inner of А (44,4) equals KCl inner of А (44,4) and NaCl inner of А' (44,3) equals KCl outer of А' (44,3) - possible typesetting duplication; printed values kept as is."
STO-0503,S_A,Пласт А (полосчатый сильвинит),А,"X̄, s",VKM-SRC-011,58,114-115,Табл. 2.10,EV-VN-S011-1095,EV-GEO-0151,parameter,BKPRU2,БКПРУ-2 5-9 западные панели,mine_field,MEAN_TABLE_BY_ZONE,"мощность 1,30/1,25 (s 0,20/0,16); KCl 45,5/44,4 (2,81/4,77); NaCl 48,6/44,4 (2,27/3,78); MgCl2 0,19/0,23 (0,06/0,13); CaSO4 1,53/1,56 (0,18/0,27); Н.О. 3,09/3,73 (0,50/2,09); Br 0,081/0,080 (0,014/0,012)",,,,SOURCE_RECORD_FIELDS,,,сильвинит,FACT,MEASURED,OCR_VISUALLY_CONFIRMED,FUZZY_80,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),"БКПРУ-2: два значения — внешняя/внутренняя зона (как напечатано), s — СКО | Thickness values duplicate existing EV; composition statistics are new. Visual check: NaCl inner of А (44,4) equals KCl inner of А (44,4) and NaCl inner of А' (44,3) equals KCl outer of А' (44,3) - possible typesetting duplication; printed values kept as is."
STO-0504,S_AP,Прослой-спутник А' (А1),А',"X̄, s",VKM-SRC-011,58,114-115,Табл. 2.10,EV-VN-S011-1096,EV-GEO-0152,parameter,BKPRU2,БКПРУ-2 5-9 западные панели,mine_field,MEAN_TABLE_BY_ZONE,"мощность 0,19/0,20 (s 0,02/0,03); KCl 44,3/44,0 (6,69/6,20); NaCl 48,9/44,3 (6,03/5,08); MgCl2 0,17/0,18 (0,08/0,07); CaSO4 2,05/2,05 (0,26/0,24); Н.О. 3,06/2,92 (1,30/1,05); Br 0,047/0,046 (0,0054/0,0046)",,,,SOURCE_RECORD_FIELDS,,,сильвинит,FACT,MEASURED,OCR_VISUALLY_CONFIRMED,FUZZY_80,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),"БКПРУ-2: два значения — внешняя/внутренняя зона (как напечатано), s — СКО | Thickness values duplicate existing EV; composition statistics are new. Visual check: NaCl inner of А (44,4) equals KCl inner of А (44,4) and NaCl inner of А' (44,3) equals KCl outer of А' (44,3) - possible typesetting duplication; printed values kept as is."
STO-0505,S_KR2,Пласт Красный-II (слои 1–7),КрII,"X̄, s",VKM-SRC-011,58,114-115,Табл. 2.10,EV-VN-S011-1097,EV-GEO-0153,parameter,BKPRU2,БКПРУ-2 5-9 западные панели,mine_field,MEAN_TABLE_BY_ZONE,"мощность 4,67/4,63 (s 0,32/0,34); KCl 35,5/33,6 (2,88/3,00); NaCl 58,4/60,4 (3,05/2,97); MgCl2 0,15/0,15 (0,04/0,04); CaSO4 1,80/1,83 (0,19/0,16); Н.О. 3,99/4,15 (0,70/0,64); Br 0,078/0,071 (0,007/0,009)",,,,SOURCE_RECORD_FIELDS,,,сильвинит,FACT,MEASURED,OCR_VISUALLY_CONFIRMED,FUZZY_80,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),"БКПРУ-2: два значения — внешняя/внутренняя зона (как напечатано), s — СКО | Thickness values duplicate existing EV; composition statistics are new. Visual check: NaCl inner of А (44,4) equals KCl inner of А (44,4) and NaCl inner of А' (44,3) equals KCl outer of А' (44,3) - possible typesetting duplication; printed values kept as is."
STO-0506,S_KR2_L1,КрII — слой 1,КрII слой 1 (слои нумеруются сверху вниз),X̄ (s),VKM-SRC-011,59,116-117,Табл. 2.12,EV-VN-S011-1108,EV-GEO-0154,parameter,BKPRU2,КрII слой 1,seam,MEAN_TABLE_BY_ZONE,"мощн 1,22/1,18 (s 0,17/0,19); KCl 42,8/43,0 (6,05/4,57); NaCl 48,9/48,9 (6,46/4,43); MgCl2 0,22/0,23; CaSO4 1,58/1,60; Н.О. 6,09/6,72 (1,82/1,90); Br 0,080/0,080",,,,SOURCE_RECORD_FIELDS,,,"красный сильвинит (нечетные слои богатые, четные бедные по KCl)",FACT,MEASURED,OCR_VISUALLY_CONFIRMED,EXACT,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),"БКПРУ-2: два значения — внешняя/внутренняя зона (как напечатано), s — СКО | Layer thicknesses duplicate EV-GEO-0154; composition values new."
STO-0507,S_KR2_L2,КрII — слой 2,КрII слой 2 (слои нумеруются сверху вниз),X̄ (s),VKM-SRC-011,59,116-117,Табл. 2.12,EV-VN-S011-1109,EV-GEO-0154,parameter,BKPRU2,КрII слой 2,seam,MEAN_TABLE_BY_ZONE,"мощн 0,24/0,24 (0,04/0,04); KCl 12,5/11,4 (3,90/3,18); NaCl 75,9/78,2 (4,49/4,27); MgCl2 0,24/0,22; CaSO4 2,37/2,19; Н.О. 8,42/7,72 (1,59/1,54); Br 0,066/0,058",,,,SOURCE_RECORD_FIELDS,,,"красный сильвинит (нечетные слои богатые, четные бедные по KCl)",FACT,MEASURED,OCR_VISUALLY_CONFIRMED,EXACT,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),"БКПРУ-2: два значения — внешняя/внутренняя зона (как напечатано), s — СКО | Layer thicknesses duplicate EV-GEO-0154; composition values new."
STO-0508,S_KR2_L3,КрII — слой 3,КрII слой 3 (слои нумеруются сверху вниз),X̄ (s),VKM-SRC-011,59,116-117,Табл. 2.12,EV-VN-S011-1110,EV-GEO-0154,parameter,BKPRU2,КрII слой 3,seam,MEAN_TABLE_BY_ZONE,"мощн 0,78/0,78 (0,14/0,16); KCl 39,6/38,8 (8,12/6,98); NaCl 54,8/50,4 (7,20/7,27); MgCl2 0,14/0,13; CaSO4 1,85/1,98; Н.О. 2,45/2,44 (0,78/0,47); Br 0,084/0,088",,,,SOURCE_RECORD_FIELDS,,,"красный сильвинит (нечетные слои богатые, четные бедные по KCl)",FACT,MEASURED,OCR_VISUALLY_CONFIRMED,EXACT,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),"БКПРУ-2: два значения — внешняя/внутренняя зона (как напечатано), s — СКО | Layer thicknesses duplicate EV-GEO-0154; composition values new."
STO-0509,S_KR2_L4,КрII — слой 4,КрII слой 4 (слои нумеруются сверху вниз),X̄ (s),VKM-SRC-011,59,116-117,Табл. 2.12,EV-VN-S011-1111,EV-GEO-0154,parameter,BKPRU2,КрII слой 4,seam,MEAN_TABLE_BY_ZONE,"мощн 0,34/0,33 (0,04/0,04); KCl 20,3/15,8 (6,91/6,26); NaCl 71,2/75,9 (6,24/6,50); MgCl2 0,19/0,20; CaSO4 2,50/2,39; Н.О. 5,82/6,18 (1,39/1,77); Br 0,066/0,057",,,,SOURCE_RECORD_FIELDS,,,"красный сильвинит (нечетные слои богатые, четные бедные по KCl)",FACT,MEASURED,OCR_VISUALLY_CONFIRMED,EXACT,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),"БКПРУ-2: два значения — внешняя/внутренняя зона (как напечатано), s — СКО | Layer thicknesses duplicate EV-GEO-0154; composition values new."
STO-0510,S_KR2_L5,КрII — слой 5,КрII слой 5 (слои нумеруются сверху вниз),X̄ (s),VKM-SRC-011,59,116-117,Табл. 2.12,EV-VN-S011-1112,EV-GEO-0154,parameter,BKPRU2,КрII слой 5,seam,MEAN_TABLE_BY_ZONE,"мощн 0,81/0,86 (0,11/0,13); KCl 37,5/37,3 (4,60/4,41); NaCl 56,4/58,0 (5,38/4,06); MgCl2 0,11/0,10; CaSO4 1,38/1,37; Н.О. 2,81/2,61 (0,69/0,32); Br 0,082/0,057",,,,SOURCE_RECORD_FIELDS,,,"красный сильвинит (нечетные слои богатые, четные бедные по KCl)",FACT,MEASURED,OCR_VISUALLY_CONFIRMED,EXACT,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),"БКПРУ-2: два значения — внешняя/внутренняя зона (как напечатано), s — СКО | Layer thicknesses duplicate EV-GEO-0154; composition values new."
STO-0511,S_KR2_L6,КрII — слой 6,КрII слой 6 (слои нумеруются сверху вниз),X̄ (s),VKM-SRC-011,59,116-117,Табл. 2.12,EV-VN-S011-1113,EV-GEO-0154,parameter,BKPRU2,КрII слой 6,seam,MEAN_TABLE_BY_ZONE,"мощн 0,23/0,23 (0,04/0,03); KCl 17,4/15,2 (4,13/5,09); NaCl 74,9/75,9 (4,21/4,36); MgCl2 0,14/0,14; CaSO4 2,33/2,43; Н.О. 5,26/5,38 (1,50/1,17); Br 0,062/0,055",,,,SOURCE_RECORD_FIELDS,,,"красный сильвинит (нечетные слои богатые, четные бедные по KCl)",FACT,MEASURED,OCR_VISUALLY_CONFIRMED,EXACT,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),"БКПРУ-2: два значения — внешняя/внутренняя зона (как напечатано), s — СКО | Layer thicknesses duplicate EV-GEO-0154; composition values new."
STO-0512,S_KR2_L7,КрII — слой 7,КрII слой 7 (слои нумеруются сверху вниз),X̄ (s),VKM-SRC-011,59,116-117,Табл. 2.12,EV-VN-S011-1114,EV-GEO-0154,parameter,BKPRU2,КрII слой 7,seam,MEAN_TABLE_BY_ZONE,"мощн 1,05/0,98 (0,17/0,22); KCl 35,5/34,7 (6,17/4,50); NaCl 60,9/61,6 (5,69/4,71); MgCl2 0,10/0,10; CaSO4 1,90/1,93; Н.О. 2,06/1,94 (0,39/0,40); Br 0,074/0,070",,,,SOURCE_RECORD_FIELDS,,,"красный сильвинит (нечетные слои богатые, четные бедные по KCl)",FACT,MEASURED,OCR_VISUALLY_CONFIRMED,EXACT,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),"БКПРУ-2: два значения — внешняя/внутренняя зона (как напечатано), s — СКО | Layer thicknesses duplicate EV-GEO-0154; composition values new."
STO-0513,MG,Маркирующая глина (пласт МГ),МГ (слои Д–А),,VKM-SRC-011,86,170-171,Табл. 2.39,EV-VN-S011-1582,,parameter,BKPRU2,"пласт МГ, БКПРУ-2",seam,PARAMETER,Д 14; Г 30; В 20; Б 50; А 10,10,50,,SOURCE_RECORD_FIELDS,,,marker clay layers (silicate/sulfate/carbonate),FACT,FIELD_OBSERVATION,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),Sum of layer thicknesses not computed here (Phase-1 rule). One local section; not SKRU-1.
STO-0514,GAT,Глинисто-ангидритовая толща,ГАТ (глинисто-ангидритовая толща),,VKM-SRC-011,101,200,"§3.2, p.200, [106]",EV-VN-S011-1712,,parameter,VKM_REGIONAL,,unstated,PARAMETER,230 (средняя); ангидрит 26–79%; сульфаты ≈120,,,230,SOURCE_RECORD_FIELDS,,,,FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),
STO-0515,MG,Маркирующая глина (пласт МГ),"МГ (маркирующая глина), верхняя пачка ПдКС",,VKM-SRC-011,101,200,p.200,EV-VN-S011-1714,,parameter,VKM_REGIONAL,,unstated,PARAMETER,2,,,2,SOURCE_RECORD_FIELDS,,,clay (non-salt),FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),
STO-0516,S_E,Пласт Е,пласт Е,,VKM-SRC-011,109,217,"Табл. 3.3, p.217",EV-VN-S011-1787,,parameter,VKM_REGIONAL,пласт Е (central+southern VKM average),seam,PARAMETER,"4,72",,,4.72,SOURCE_RECORD_FIELDS,,,,FACT,MEASURED,OCR_VISUALLY_CONFIRMED,FUZZY_70,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Regional average (central+southern VKM, i.e. not SKRU-1-specific); data source of averages not stated (exploration). 'Сумма' row = total of listed seams."
STO-0517,S_D,Пласт Д,пласт Д,,VKM-SRC-011,109,217,"Табл. 3.3, p.217",EV-VN-S011-1788,,parameter,VKM_REGIONAL,пласт Д (central+southern VKM average),seam,PARAMETER,"4,27",,,4.27,SOURCE_RECORD_FIELDS,,,,FACT,MEASURED,OCR_VISUALLY_CONFIRMED,FUZZY_70,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Regional average (central+southern VKM, i.e. not SKRU-1-specific); data source of averages not stated (exploration). 'Сумма' row = total of listed seams."
STO-0518,S_G,Пласт Г,пласт Г,,VKM-SRC-011,109,217,"Табл. 3.3, p.217",EV-VN-S011-1789,,parameter,VKM_REGIONAL,пласт Г (central+southern VKM average),seam,PARAMETER,"4,96",,,4.96,SOURCE_RECORD_FIELDS,,,,FACT,MEASURED,OCR_VISUALLY_CONFIRMED,FUZZY_70,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Regional average (central+southern VKM, i.e. not SKRU-1-specific); data source of averages not stated (exploration). 'Сумма' row = total of listed seams."
